SNO,T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
1,-0.94888178913738019,-1.0,-0.80338983050847457,0.72180451127819967,0.91666666666666674,-0.7931034482758621,-0.67500000000000004,-0.83633841886269067,-0.03828261469155092
2,-0.92332268370607029,-0.83844011142061292,-0.83050847457627119,0.78947368421052899,0.75,-0.72413793103448276,-0.66666666666666674,-0.78918169209431344,-0.20391652109956782
3,-0.93610223642172519,-0.67130919220055718,-0.94576271186440675,0.70676691729323382,0.55555555555555558,-0.72413793103448276,-0.95833333333333337,-0.8862690707350902,-0.49914498483037606
4,-1.0,-0.84401114206128147,-1.0,0.78947368421052899,0.75,-0.72413793103448276,-0.80000000000000004,-0.78918169209431344,-0.95327755815022519
5,-0.99361022364217244,-0.79944289693593318,-0.96610169491525422,0.85714285714285832,0.61111111111111116,-0.72413793103448276,-0.6333333333333333,-0.78918169209431344,-0.32814195090558029
6,-0.87220447284345048,-0.68245125348189428,-0.90508474576271192,0.80451127819549484,0.33333333333333326,-0.58620689655172409,-0.35833333333333339,-0.52565880721220526,-0.022892341638319436
7,-0.62939297124600624,-0.38161559888579411,-0.83050847457627119,0.69924812030075079,0.027777777777777679,-0.24137931034482751,-0.30833333333333346,-0.48127600554785022,-0.12246023719775645
8,-0.53993610223642163,-0.37047353760445689,-0.66779661016949143,0.56390977443609214,-0.05555555555555558,-0.034482758620689502,-0.033333333333333326,-0.37864077669902907,-0.32444607888204458
9,-0.46964856230031937,-0.28133704735376064,-0.60677966101694913,0.60902255639098124,-0.02777777777777779,-0.034482758620689502,-0.2583333333333333,-0.37864077669902907,-0.43692194538935381
10,-0.46325878594249192,-0.14206128133704754,-0.60677966101694913,0.59398496240601539,0.36111111111111116,-0.37931034482758608,-0.72499999999999998,0.85020804438280195,-0.018313873310655593
11,-0.39936102236421722,-0.14206128133704754,-0.45084745762711864,0.39097744360902742,0.52777777777777768,-0.72413793103448276,-0.6333333333333333,-0.78918169209431344,0.25078606233336398
12,-0.56549520766773154,-0.37604456824512544,-0.5050847457627119,0.53383458646616888,0.75,-0.7931034482758621,-0.90833333333333333,-0.8862690707350902,0.037197756734393739
13,-0.50798722044728417,-0.28690807799442908,-0.68135593220338986,0.62406015037593865,0.44444444444444442,-0.58620689655172409,-1.0,-1.0,0.21408476602004245
14,-0.38019169329073466,-0.20334261838440115,-0.28135593220338984,0.57894736842105798,0.66666666666666674,-0.58620689655172409,-0.58333333333333326,-0.68654646324549229,-0.04291624528822291
15,-0.55910543130990409,-0.63231197771587766,-0.3627118644067796,0.54887218045112629,0.94444444444444442,-0.034482758620689502,-0.40000000000000002,-0.58945908460471563,-0.79685575066654402
16,-0.61022364217252401,-0.49303621169916456,-0.63389830508474576,0.99248120300752563,0.44444444444444442,0.10344827586206895,-0.52500000000000013,-0.63938973647711506,-0.53130458766203914
17,-0.6613418530351437,-0.49303621169916456,-0.70169491525423733,0.90977443609023045,0.44444444444444442,-0.37931034482758608,-0.34166666666666667,-0.52565880721220526,-0.5329594557322791
18,-0.64217252396166136,-0.43732590529247928,-0.70847457627118637,0.97744360902255978,0.25,0.31034482758620707,-0.66666666666666674,-0.58945908460471563,-0.45234899328859057
19,-0.6613418530351437,-0.40947075208913675,-0.80338983050847457,0.99248120300752563,0.22222222222222232,-0.034482758620689502,-0.66666666666666674,-0.78918169209431344,-0.21662223039441031
20,-0.6485623003194888,-0.40947075208913675,-0.83050847457627119,0.96992481203007674,0.27777777777777768,-0.24137931034482751,-0.78333333333333333,-0.78918169209431344,0.050547025834329462
21,-0.62939297124600624,-0.40389972144846809,-0.74915254237288131,0.93984962406015349,0.30555555555555558,-0.24137931034482751,-0.65000000000000013,-0.78918169209431344,-0.036204835892249543
22,-0.56549520766773154,-0.37047353760445689,-0.74915254237288131,0.90225563909774742,0.0,0.17241379310344818,-0.3666666666666667,-0.48127600554785022,-0.20910177438631949
23,-0.6357827476038338,-0.35376044568245146,-0.69491525423728806,0.87218045112782416,0.27777777777777768,0.17241379310344818,-0.47499999999999998,-0.68654646324549229,-0.33468787349452966
24,-0.54632587859424919,-0.32033426183844027,-0.65423728813559323,0.76691729323308877,0.083333333333333259,0.10344827586206895,-0.43333333333333335,-0.58945908460471563,-0.33571756918267881
25,-0.57188498402555898,-0.30362116991643462,-0.6745762711864407,0.75187969924812292,0.13888888888888884,-0.17241379310344829,-0.80000000000000004,-0.78918169209431344,-0.25139284729245215
