T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
0.9247648902821316,0.8830083565459605,0.8654434250764526,-0.5909090909090933,-0.4615384615384616,-0.6091954022988506,-0.2583333333333333,-0.44911804613297135,0.0
0.9623824451410656,0.9888579387186628,0.840978593272171,-0.8961038961038946,-0.5641025641025641,-0.6091954022988506,-0.5416666666666667,-0.6037991858887382,0.0
0.6175548589341693,0.5766016713091919,0.43730886850152895,-0.3961038961038981,0.15384615384615374,-0.6091954022988506,-0.7583333333333333,-0.8453188602442334,0.0
0.5360501567398119,0.5598885793871862,0.3272171253822629,-0.08441558441558161,-0.6666666666666667,-0.632183908045977,-0.35833333333333334,-0.2971506105834463,1.0
0.19749216300940464,0.28133704735376,0.07033639143730874,0.22077922077921966,-0.4871794871794872,-0.4482758620689656,0.03333333333333344,-0.34871099050203513,0.0
0.4921630094043885,0.4094707520891363,0.5168195718654434,-0.7597402597402565,0.4358974358974359,-0.6091954022988506,-0.6000000000000001,-0.6499321573948439,0.0
0.4231974921630097,0.3481894150417825,0.4311926605504586,-0.025974025974024536,0.35897435897435903,-0.6091954022988506,-0.8166666666666667,-0.8453188602442334,0.0
0.3981191222570533,0.298050139275766,0.4923547400611618,-0.4740259740259718,0.5897435897435896,-0.6091954022988506,-0.8,-0.8453188602442334,0.0
0.2351097178683388,0.32033426183843994,0.09480122324159,0.25324675324675217,-0.6153846153846154,-0.4482758620689656,0.0,-0.25373134328358193,0.0
-0.31034482758620674,-0.17548746518105862,-0.3149847094801225,0.5974025974026012,0.3846153846153845,-0.8620689655172413,-0.4500000000000001,-0.5549525101763906,1.0
-0.0219435736677116,0.0473537604456824,-0.021406727828746308,0.4350649350649387,0.1282051282051282,-0.6091954022988506,0.2749999999999999,-0.34871099050203513,0.0
-0.6802507836990596,-0.4540389972144847,-0.5474006116207951,0.941558441558443,0.5641025641025641,-0.9080459770114943,-0.7833333333333333,-0.7503392130257802,1.0
0.4796238244514108,0.5376044568245122,0.6941896024464831,-0.4935064935064957,0.5128205128205128,-0.6781609195402298,-0.675,-0.6499321573948439,0.0
-0.21630094043887135,-0.1810584958217272,-0.10091743119266072,0.5714285714285767,0.6153846153846154,-0.9310344827586206,-0.925,-0.9050203527815468,1.0
0.8871473354231973,0.7938718662952643,0.840978593272171,-0.6948051948051914,-0.3846153846153845,-0.4252873563218391,-0.29166666666666663,-0.44911804613297135,0.0
0.5047021943573669,0.4094707520891363,0.5657492354740061,-0.19480519480519506,0.2564102564102564,-0.6091954022988506,-0.4166666666666666,-0.44911804613297135,0.0
-0.16614420062695925,0.030640668523676636,-0.2293577981651377,0.6948051948051988,0.07692307692307686,-0.7931034482758621,-0.875,-0.8453188602442334,1.0
0.7742946708463949,0.8495821727019498,0.7003058103975535,-0.4999999999999963,-0.717948717948718,-0.6091954022988506,-0.4583333333333334,-0.6037991858887382,1.0
-0.4545454545454545,-0.1810584958217272,-0.4434250764525994,0.4480519480519472,0.6153846153846154,-0.8620689655172413,-0.8166666666666667,-0.7503392130257802,1.0
0.38557993730407536,0.3537604456824511,0.5412844036697246,-0.25974025974026016,0.4102564102564104,-0.6091954022988506,-0.23333333333333334,0.3568521031207601,0.0
0.44827586206896575,0.4261838440111416,0.4067278287461773,-0.1818181818181791,-0.3076923076923077,-0.632183908045977,-0.1083333333333334,-0.6037991858887382,1.0
-0.08463949843260189,0.08077994428969326,-0.2293577981651377,0.38961038961039013,-0.23076923076923075,-0.4482758620689656,-0.4500000000000001,-0.7503392130257802,1.0
-0.16614420062695925,0.08077994428969326,-0.14984709480122327,0.4285714285714306,-0.1282051282051282,-0.4942528735632186,-0.6166666666666667,-0.6499321573948439,1.0
-0.3040752351097179,-0.18662952646239586,-0.40672782874617747,0.6558441558441584,0.10256410256410264,-0.5632183908045978,-0.3666666666666667,-0.5549525101763906,1.0
0.09090909090909081,0.1532033426183841,0.027522935779816567,0.15584415584415456,0.02564102564102555,-0.5632183908045978,0.5250000000000001,-0.25373134328358193,0.0
-0.5109717868338557,-0.3704735376044569,-0.5840978593272173,0.7922077922077962,0.1282051282051282,-0.6781609195402298,-0.5666666666666667,-0.6987788331071914,1.0
0.4921630094043885,0.5431754874651809,0.32110091743119273,-0.03896103896104053,-0.4871794871794872,-0.4482758620689656,-0.033333333333333326,-0.2971506105834463,0.0
-0.4984326018808777,-0.37604456824512544,-0.5840978593272173,0.5649350649350686,0.5384615384615385,-0.9080459770114943,-0.8333333333333333,-0.8453188602442334,1.0
0.586206896551724,0.5208913649025069,0.6452599388379203,0.07142857142857295,-0.28205128205128205,-0.3333333333333335,-0.09166666666666669,-0.44911804613297135,0.0
0.542319749216301,0.4874651810584956,0.6636085626911312,-0.10389610389610547,0.3333333333333333,-0.3333333333333335,-0.4166666666666666,-0.6499321573948439,0.0
0.3793103448275863,0.37604456824512494,0.4678899082568806,-0.01298701298700855,0.5384615384615385,-0.6091954022988506,-0.7083333333333333,-0.796472184531886,0.0
-0.6175548589341693,-0.242339832869081,-0.5840978593272173,0.6103896103896098,0.3076923076923077,-0.8160919540229885,-0.85,-0.8453188602442334,1.0
-0.10344827586206896,0.01949860724233976,-0.1681957186544344,0.5909090909090933,-0.02564102564102566,-0.8620689655172413,-0.5083333333333333,-0.5549525101763906,1.0
-0.5172413793103448,-0.4150417827298051,-0.3944954128440368,0.7922077922077962,0.7179487179487178,-0.9080459770114943,-0.29166666666666663,-0.6499321573948439,1.0
0.3542319749216303,0.4206128133704732,0.4801223241590213,-0.12337662337662204,0.0,1.0,-0.125,-0.2971506105834463,0.0
0.15360501567398122,0.18105849582172676,-0.0825688073394496,0.5714285714285767,-0.02564102564102566,-0.6091954022988506,-0.8916666666666667,-0.9050203527815468,1.0
-0.322884012539185,-0.18662952646239586,-0.38226299694189614,0.7792207792207803,0.02564102564102555,-0.517241379310345,-0.5250000000000001,-0.7503392130257802,1.0
-0.15987460815047014,-0.008356545961002881,-0.11314984709480125,0.1883116883116871,-0.4615384615384616,-0.6091954022988506,-0.475,-0.7503392130257802,0.0
0.561128526645768,0.4428969359331476,0.5718654434250762,-0.4545454545454553,0.35897435897435903,-0.6091954022988506,-0.35833333333333334,-0.6987788331071914,0.0
0.6300940438871474,0.5933147632311975,0.712538226299694,-0.3636363636363656,-0.23076923076923075,-0.6091954022988506,-0.125,-0.2971506105834463,0.0
0.8557993730407525,0.9387186629526458,0.5840978593272168,-0.4999999999999963,-0.7948717948717949,-0.6091954022988506,0.21666666666666656,-0.2971506105834463,1.0
0.7993730407523509,0.7158774373259051,0.7675840978593269,-0.4025974025973987,-0.769230769230769,-0.6091954022988506,0.2333333333333332,-0.2971506105834463,0.0
-0.36050156739811895,-0.242339832869081,-0.3455657492354741,0.4610389610389632,0.28205128205128216,-0.5632183908045978,-0.475,-0.5549525101763906,0.0
0.6677115987460818,0.5821727019498606,0.712538226299694,-0.25324675324675217,-0.17948717948717952,-0.4252873563218391,-0.09166666666666669,-0.34871099050203513,0.0
0.5109717868338559,0.41504178272980496,0.620795107033639,-0.35714285714285765,0.4358974358974359,-0.6091954022988506,-0.975,-0.9050203527815468,0.0
-0.5172413793103448,-0.2869080779944291,-0.5963302752293578,0.6103896103896098,0.4102564102564104,-0.8620689655172413,-1.0,-0.9565807327001355,1.0
0.08463949843260177,0.33147632311977704,-0.021406727828746308,0.15584415584415456,0.0,-0.4942528735632186,-0.38333333333333347,-0.4925373134328357,0.0
0.786833855799373,0.8328690807799443,0.5718654434250762,-0.3441558441558417,-0.641025641025641,-0.517241379310345,-0.3416666666666667,-0.5549525101763906,0.0
-0.4921630094043887,-0.4428969359331477,-0.3027522935779817,0.8441558441558454,0.7179487179487178,-0.8160919540229885,-0.9416666666666667,-0.796472184531886,0.0
-0.4357366771159874,-0.2089136490250698,-0.4678899082568808,0.5909090909090933,0.3333333333333333,-0.7471264367816093,-0.5416666666666667,-0.5549525101763906,1.0
-0.3918495297805642,-0.125348189415042,-0.3883792048929664,0.4610389610389632,0.4102564102564104,-0.7931034482758621,-0.725,-0.796472184531886,1.0
-0.18495297805642616,0.06963788300835638,-0.2966360856269113,0.7077922077922074,0.28205128205128216,-0.8160919540229885,-0.8166666666666667,-0.8453188602442334,1.0
-0.4796238244514106,-0.28133704735376064,-0.5290519877675841,0.5974025974026012,-0.02564102564102566,-0.6781609195402298,-0.2583333333333333,-0.34871099050203513,1.0
-0.5423197492163009,-0.3704735376044569,-0.33944954128440363,0.8376623376623373,0.5897435897435896,-0.8620689655172413,-0.8166666666666667,-0.8453188602442334,1.0
0.4357366771159874,0.3871866295264623,0.4984709480122322,-0.4415584415584393,0.20512820512820507,-0.4482758620689656,-0.07500000000000007,-0.5549525101763906,0.0
0.07836990595611315,0.1754874651810583,0.02140672782874597,0.13636363636363802,-0.2051282051282052,-0.6781609195402298,-0.4916666666666667,-0.6987788331071914,1.0
0.4357366771159874,0.5153203342618382,0.13149847094801204,-0.11038961038960617,-0.769230769230769,-0.6091954022988506,-0.15000000000000002,-0.44911804613297135,0.0
-0.4231974921630093,-0.3036211699164347,-0.36391437308868496,0.6038961038961093,0.4358974358974359,-0.8160919540229885,-0.29166666666666663,-0.6499321573948439,1.0
-0.8119122257053291,-0.6378830083565461,-0.6330275229357798,0.7077922077922074,0.5897435897435896,-0.9310344827586206,-0.8916666666666667,-0.796472184531886,1.0
0.44827586206896575,0.3983286908077992,0.5963302752293578,-0.4285714285714307,0.4871794871794872,-0.6091954022988506,-0.3416666666666667,-0.5549525101763906,0.0
-0.3291536050156739,-0.2200557103064068,-0.36391437308868496,0.6883116883116909,0.2564102564102564,-0.8160919540229885,-0.04166666666666663,-0.5549525101763906,1.0
0.4231974921630097,0.5654596100278548,0.2415902140672783,-0.25974025974026016,-0.641025641025641,-0.517241379310345,-0.6666666666666667,-0.7503392130257802,1.0
-0.579937304075235,-0.5710306406685237,-0.4189602446483181,0.9285714285714346,0.4871794871794872,-0.8620689655172413,-0.725,-0.8453188602442334,1.0
-0.33542319749216293,-0.1977715877437328,-0.33944954128440363,0.7402597402597398,0.35897435897435903,-0.4482758620689656,-0.6500000000000001,-0.6499321573948439,0.0
0.053291536050156685,0.3537604456824511,0.039755351681957096,0.36363636363636576,0.0,-0.4942528735632186,-0.15000000000000002,-0.4925373134328357,0.0
0.4796238244514108,0.5710306406685234,0.3333333333333333,-0.2922077922077927,-0.2564102564102564,-0.517241379310345,-0.5666666666666667,-0.6499321573948439,1.0
0.8244514106583074,0.8328690807799443,0.6880733944954127,-0.22727272727272765,-1.0,-0.6091954022988506,0.16666666666666674,-0.2971506105834463,0.0
0.6426332288401253,0.7158774373259051,0.5902140672782874,-0.07142857142857305,-0.3846153846153845,-0.6091954022988506,-0.43333333333333335,-0.7503392130257802,1.0
0.5987460815047023,0.4986072423398327,0.6880733944954127,-0.3376623376623337,0.3076923076923077,-0.6091954022988506,-0.30833333333333346,-0.6499321573948439,0.0
-0.0031347962382444194,0.20891364902506934,-0.05810397553516821,0.2922077922077925,0.23076923076923084,-0.8160919540229885,-0.7416666666666667,-0.7503392130257802,1.0
-0.29780564263322873,0.0027855153203339977,-0.3883792048929664,0.6753246753246749,0.05128205128205132,-0.7241379310344829,-0.8166666666666667,-0.6987788331071914,1.0
0.2351097178683388,0.28690807799442863,0.12538226299694166,0.07142857142857295,-0.5128205128205128,-0.4252873563218391,0.05000000000000005,-0.44911804613297135,0.0
0.4733542319749218,0.37604456824512494,0.5168195718654434,0.2012987012987031,0.3076923076923077,-0.632183908045977,-0.9083333333333332,-0.8453188602442334,0.0
0.4796238244514108,0.4373259052924789,0.5657492354740061,-0.21428571428571164,0.20512820512820507,-0.3333333333333335,0.2,-0.44911804613297135,0.0
-0.4984326018808777,-0.34261838440111425,-0.4250764525993884,0.7467532467532478,0.3076923076923077,-0.4252873563218391,-0.25,-0.5549525101763906,0.0
-0.4231974921630093,-0.19220055710306416,-0.40672782874617747,0.8311688311688366,0.1282051282051282,-0.4942528735632186,-0.6500000000000001,-0.7503392130257802,1.0
0.14733542319749193,0.22005571030640647,-0.033639143730886945,0.5129870129870122,0.1282051282051282,-0.4482758620689656,-0.5416666666666667,-0.6987788331071914,0.0
0.10971786833855823,0.1643454038997212,0.07033639143730874,0.2012987012987031,-0.2051282051282052,-0.632183908045977,0.125,-0.19131614654002704,0.0
0.5360501567398119,0.47075208913649,0.6941896024464831,-0.2987012987013006,0.1282051282051282,-0.6091954022988506,-0.20000000000000007,-0.6499321573948439,0.0
0.4357366771159874,0.4596100278551529,0.2477064220183485,0.3246753246753251,-0.5897435897435898,-0.4252873563218391,0.0,-0.2971506105834463,0.0
-0.4294670846394985,-0.136490250696379,-0.2660550458715597,0.4025974025974062,0.769230769230769,-0.7471264367816093,-0.5583333333333333,-0.6499321573948439,0.0
-0.6050156739811912,-0.4540389972144847,-0.4373088685015292,0.8766233766233779,0.4102564102564104,-0.8160919540229885,-0.4916666666666667,-0.6499321573948439,1.0
0.19749216300940464,0.2479108635097493,0.08868501529051985,0.21428571428571908,-0.23076923076923075,-0.6091954022988506,-0.15000000000000002,-0.4925373134328357,0.0
0.44827586206896575,0.4317548746518103,0.5168195718654434,-0.5129870129870122,0.4102564102564104,-0.6091954022988506,-0.675,-0.6499321573948439,0.0
-0.26645768025078365,-0.013927576601671543,-0.3516819571865444,0.6103896103896098,-0.15384615384615385,-0.6091954022988506,-0.6333333333333333,-0.7503392130257802,1.0
-0.4608150470219435,-0.2256267409470755,-0.5657492354740061,0.6623376623376662,0.3333333333333333,-0.7931034482758621,-0.7416666666666667,-0.7503392130257802,1.0
0.9561128526645764,0.9888579387186628,0.712538226299694,-0.6623376623376589,-0.7948717948717949,-0.4482758620689656,-0.125,-0.44911804613297135,0.0
0.38557993730407536,0.39275766016713054,0.4495412844036695,-0.2857142857142847,0.5641025641025641,-0.6091954022988506,-0.675,-0.6499321573948439,0.0
-0.6112852664576802,-0.4428969359331477,-0.5596330275229358,0.6038961038961093,0.769230769230769,-0.9310344827586206,-0.9416666666666667,-0.9050203527815468,1.0
0.8369905956112851,0.738161559888579,0.9082568807339448,-0.7077922077922074,-0.33333333333333337,-0.6091954022988506,-0.125,-0.44911804613297135,0.0
0.6551724137931034,0.7270194986072418,0.5535168195718652,-0.5454545454545447,-0.5384615384615384,-0.632183908045977,-0.43333333333333335,-0.44911804613297135,1.0
0.4106583072100313,0.5598885793871862,0.19266055045871555,-0.25974025974026016,-0.5897435897435898,-0.6091954022988506,-0.6916666666666667,-0.6499321573948439,0.0
0.5548589341692789,0.4874651810584956,0.6880733944954127,-0.0909090909090896,-0.10256410256410252,-0.6091954022988506,-0.05833333333333345,-0.34871099050203513,0.0
-0.322884012539185,-0.125348189415042,-0.4801223241590215,0.6883116883116909,0.17948717948717952,-0.6781609195402298,-0.8166666666666667,-0.796472184531886,1.0
-0.4858934169278996,-0.2869080779944291,-0.44954128440366975,0.4740259740259791,0.8717948717948718,-1.0,-0.9583333333333331,-0.9565807327001355,1.0
0.09717868338557989,0.08077994428969326,-0.11314984709480125,0.4870129870129878,-0.02564102564102566,-0.4942528735632186,-0.3250000000000001,-0.5549525101763906,0.0
0.10971786833855823,0.06963788300835638,-0.04587155963302758,0.3116883116883167,-0.10256410256410252,-0.6091954022988506,-0.20000000000000007,-0.5549525101763906,1.0
-0.17241379310344818,-0.036211699164345516,-0.21712538226299694,0.6688311688311743,0.15384615384615374,-0.4482758620689656,-0.21666666666666667,-0.3975576662143825,1.0
0.567398119122257,0.6768802228412252,0.3577981651376145,-0.22727272727272765,-0.3589743589743589,-0.6091954022988506,-0.3250000000000001,-0.4925373134328357,0.0
-0.5235109717868338,-0.4317548746518107,-0.36391437308868496,0.7987012987013042,0.5641025641025641,-0.6781609195402298,-0.875,-0.796472184531886,0.0
-0.4858934169278996,-0.3704735376044569,-0.3883792048929664,0.8051948051948048,0.6666666666666667,-0.9310344827586206,-0.7833333333333333,-0.7503392130257802,1.0
-0.23510971786833845,0.04178272980501374,-0.2966360856269113,0.5519480519480529,0.23076923076923084,-0.8620689655172413,-0.925,-0.9565807327001355,1.0
-0.17868338557993724,0.0139275766016711,-0.143730886850153,0.6363636363636418,0.6153846153846154,-0.9310344827586206,-0.9583333333333331,-0.8453188602442334,1.0
-0.26645768025078365,-0.253481894150418,-0.22324159021406745,0.2792207792207841,0.3846153846153845,-0.6091954022988506,-0.20000000000000007,-0.44911804613297135,1.0
-0.6363636363636362,-0.4038997214484681,-0.6574923547400613,0.8831168831168859,0.28205128205128216,-0.7471264367816093,-0.6500000000000001,-0.7503392130257802,1.0
-0.6426332288401253,-0.4874651810584959,-0.4556574923547401,0.5779220779220773,0.7948717948717949,-0.9310344827586206,-0.6500000000000001,-0.796472184531886,1.0
-0.31034482758620674,-0.008356545961002881,-0.4434250764525994,0.6038961038961093,-0.10256410256410252,-0.7241379310344829,-0.8,-0.6499321573948439,1.0
0.592476489028213,0.7158774373259051,0.32110091743119273,-0.19480519480519506,-0.3846153846153845,-0.4252873563218391,-0.675,-0.796472184531886,1.0
-0.5862068965517242,-0.34261838440111425,-0.6085626911314985,0.7597402597402638,0.4102564102564104,-0.8160919540229885,-0.8166666666666667,-0.796472184531886,1.0
0.5799373040752354,0.4818941504178269,0.6513761467889907,-0.10389610389610547,0.07692307692307686,-0.6091954022988506,-0.5666666666666667,-0.6987788331071914,0.0
0.8181818181818182,0.816155988857938,0.7186544342507644,-0.4480519480519473,-0.4358974358974359,-0.4482758620689656,-0.5666666666666667,-0.7503392130257802,0.0
-0.2476489028213165,-0.136490250696379,-0.2048929663608563,0.41558441558441456,0.5128205128205128,-0.7931034482758621,-0.43333333333333335,-0.44911804613297135,1.0
0.5235109717868338,0.5153203342618382,0.1620795107033639,0.12987012987013016,-0.6923076923076922,-0.4482758620689656,-0.4583333333333334,-0.6499321573948439,0.0
0.8369905956112851,0.7771587743732589,0.7247706422018347,-0.4545454545454553,-0.28205128205128205,-0.6091954022988506,-0.6166666666666667,-0.796472184531886,0.0
0.31034482758620685,0.16991643454038985,0.5290519877675839,-0.4350649350649313,0.8205128205128205,-0.7471264367816093,-0.7833333333333333,-0.8453188602442334,0.0
0.5297805642633229,0.3481894150417825,0.7737003058103975,-0.6558441558441584,0.28205128205128216,-0.6091954022988506,-0.5666666666666667,-0.6037991858887382,0.0
0.5109717868338559,0.6545961002785512,0.30886850152905176,-0.4155844155844147,-0.4358974358974359,-0.6781609195402298,-0.4916666666666667,-0.6499321573948439,1.0
-0.6489028213166144,-0.4373259052924793,-0.6207951070336392,0.9155844155844186,0.23076923076923084,-0.5632183908045978,-0.6666666666666667,-0.5549525101763906,1.0
0.015673981191222763,0.13091922005571013,-0.05198776758409796,0.38961038961039013,0.20512820512820507,-0.3793103448275863,-0.6000000000000001,-0.6499321573948439,0.0
0.366771159874608,0.5041782729805009,0.39449541284403655,0.12987012987013016,0.20512820512820507,-0.4482758620689656,-0.6500000000000001,-0.6499321573948439,1.0
0.61128526645768,0.4986072423398327,0.6819571865443425,-0.38311688311688213,0.2564102564102564,-0.6091954022988506,-0.3666666666666667,-0.7503392130257802,0.0
-0.4984326018808777,-0.3593314763231199,-0.6330275229357798,0.6623376623376662,-0.02564102564102566,-0.4482758620689656,-0.35833333333333334,-0.6499321573948439,1.0
0.5047021943573669,0.4596100278551529,0.5779816513761467,0.019480519480523872,0.35897435897435903,-0.6781609195402298,-0.8,-0.8453188602442334,0.0
-0.028213166144200438,0.06406685236768772,-0.12538226299694188,0.5974025974026012,0.1282051282051282,-0.6091954022988506,-0.5833333333333333,-0.7503392130257802,0.0
0.44827586206896575,0.5877437325905288,0.32110091743119273,-0.4935064935064957,-0.641025641025641,-0.6091954022988506,-0.18333333333333346,-0.44911804613297135,1.0
0.38557993730407536,0.4596100278551529,0.6269113149847094,-0.2337662337662356,0.5641025641025641,-0.6091954022988506,-0.6333333333333333,-0.6987788331071914,0.0
0.7492163009404389,0.7771587743732589,0.6024464831804279,-0.3311688311688331,-0.6923076923076922,-0.6091954022988506,-0.4916666666666667,-0.7503392130257802,0.0
-0.31034482758620674,0.058495821727019275,-0.4801223241590215,0.6298701298701337,-0.02564102564102566,-0.7471264367816093,-0.9416666666666667,-0.796472184531886,1.0
-0.3918495297805642,-0.2089136490250698,-0.2660550458715597,0.6688311688311743,0.5128205128205128,-0.8620689655172413,-0.925,-0.796472184531886,1.0
-0.34169278996865193,-0.0807799442896937,-0.37614678899082576,0.5324675324675363,-0.15384615384615385,-0.6781609195402298,-0.8,-0.7503392130257802,1.0
0.8181818181818182,0.8272980501392752,0.8470948012232413,-0.4935064935064957,-0.4871794871794872,-0.6091954022988506,-0.35833333333333334,-0.4925373134328357,1.0
-0.36050156739811895,0.0027855153203339977,-0.4801223241590215,0.5844155844155854,-0.05128205128205132,-0.7241379310344829,-0.675,-0.796472184531886,1.0
-0.322884012539185,-0.008356545961002881,-0.38226299694189614,0.5779220779220773,0.35897435897435903,-0.8160919540229885,-0.9583333333333331,-0.8453188602442334,1.0
-0.7053291536050156,-0.5710306406685237,-0.5596330275229358,0.7727272727272725,0.5384615384615385,-0.8620689655172413,-0.5583333333333333,-0.6987788331071914,1.0
-0.26645768025078365,-0.16991643454039018,-0.2966360856269113,0.7272727272727314,0.641025641025641,-0.9310344827586206,-0.9416666666666667,-0.8453188602442334,1.0
0.6614420062695925,0.6267409470752086,0.620795107033639,-0.7467532467532478,-0.15384615384615385,-0.517241379310345,-0.18333333333333346,-0.44911804613297135,0.0
0.9373040752351096,0.8830083565459605,0.9082568807339448,-0.7272727272727239,-0.7435897435897437,-0.517241379310345,0.2,-0.2971506105834463,0.0
0.6489028213166144,0.5766016713091919,0.6146788990825687,-0.2857142857142847,-0.15384615384615385,-0.517241379310345,-0.3250000000000001,-0.44911804613297135,0.0
-0.4545454545454545,-0.5766016713091924,-0.2660550458715597,0.7467532467532478,0.9230769230769232,-0.9310344827586206,-0.9083333333333332,-0.8453188602442334,1.0
0.6802507836990594,0.7994428969359326,0.39449541284403655,-0.21428571428571164,-0.717948717948718,-0.4482758620689656,-0.6000000000000001,-0.6037991858887382,1.0
0.07210031347962388,0.07520891364902504,-0.033639143730886945,0.3246753246753251,0.17948717948717952,-0.5632183908045978,-0.6000000000000001,-0.7503392130257802,0.0
-0.5924764890282131,-0.4763231197771589,-0.5902140672782875,0.9350649350649348,0.17948717948717952,-0.7471264367816093,-0.3250000000000001,-0.5549525101763906,1.0
0.13479623824451425,0.3091922005571026,0.13149847094801204,0.4610389610389632,0.02564102564102555,-0.517241379310345,-0.7416666666666667,-0.8453188602442334,1.0
-0.13479623824451414,-0.036211699164345516,-0.0825688073394496,0.5974025974026012,0.28205128205128216,-0.7241379310344829,-0.125,-0.5549525101763906,1.0
-0.0783699059561127,0.030640668523676636,-0.13149847094801234,0.5064935064935117,0.2564102564102564,-0.6781609195402298,-0.6916666666666667,-0.796472184531886,1.0
0.6050156739811914,0.6657381615598885,0.5412844036697246,-0.6038961038961018,0.3076923076923077,-0.6091954022988506,-0.775,-0.7503392130257802,1.0
-0.5987460815047021,-0.3983286908077995,-0.4984709480122325,0.7987012987013042,0.5384615384615385,-0.9080459770114943,-0.6500000000000001,-0.6987788331071914,1.0
0.3228840125391852,0.3871866295264623,0.2844036697247705,0.20779220779221094,0.3846153846153845,-0.7471264367816093,-0.9583333333333331,-0.9565807327001355,1.0
-0.6175548589341693,-0.4428969359331477,-0.6819571865443426,0.7142857142857153,0.4615384615384615,-0.7471264367816093,-0.5833333333333333,-0.6499321573948439,1.0
-0.4733542319749216,-0.14206128133704754,-0.5290519877675841,0.5844155844155854,0.3333333333333333,-0.7931034482758621,-0.725,0.853459972862958,1.0
-0.2413793103448276,0.08077994428969326,-0.27828746177370034,0.5324675324675363,0.20512820512820507,-0.7471264367816093,-1.0,-0.9565807327001355,1.0
-0.7178683385579937,-0.3091922005571033,-0.5412844036697249,0.824675324675329,0.7435897435897437,-0.9310344827586206,-0.4916666666666667,-0.7503392130257802,1.0
-0.561128526645768,-0.3704735376044569,-0.4862385321100917,0.7987012987013042,0.5128205128205128,-0.8160919540229885,-0.875,-0.796472184531886,1.0
0.15987460815047028,0.41504178272980496,0.1009174311926604,0.2272727272727275,-0.17948717948717952,-0.5632183908045978,-0.16666666666666666,-0.34871099050203513,0.0
0.3542319749216303,0.4206128133704732,0.382262996941896,0.3376623376623411,0.23076923076923084,-0.6091954022988506,-0.725,-0.7503392130257802,1.0
0.38557993730407536,0.3537604456824511,0.4434250764525993,-0.16883116883117055,-0.02564102564102566,-0.6091954022988506,-0.475,-0.7503392130257802,0.0
0.592476489028213,0.4930362116991642,0.6513761467889907,-0.5714285714285694,0.07692307692307686,-0.517241379310345,0.6916666666666667,-0.2971506105834463,0.0
-0.6551724137931034,-0.5264623955431755,-0.44954128440366975,0.6883116883116909,0.6666666666666667,-0.9080459770114943,-0.6000000000000001,-0.796472184531886,1.0
-0.1974921630094044,-0.11977715877437335,-0.0825688073394496,0.6493506493506502,0.4871794871794872,-0.7471264367816093,-0.6000000000000001,-0.6987788331071914,1.0
0.5235109717868338,0.4596100278551529,0.6636085626911312,-0.6168831168831178,0.5384615384615385,-0.6091954022988506,-0.5416666666666667,-0.6499321573948439,0.0
-0.561128526645768,-0.4094707520891368,-0.5412844036697249,0.8961038961039018,0.17948717948717952,-0.7931034482758621,-0.18333333333333346,0.05291723202170994,1.0
0.3542319749216303,0.3983286908077992,0.4006116207951069,0.3766233766233815,0.2564102564102564,-0.6091954022988506,-0.7083333333333333,-0.796472184531886,0.0
0.5799373040752354,0.5654596100278548,0.63914373088685,-0.22077922077921966,-0.02564102564102566,-0.6091954022988506,-0.8166666666666667,-0.796472184531886,1.0
